key,value,political leaning,date
foreign-relations,0,conservative,8/11/20
foreign-relations,0,conservative,8/12/20
foreign-relations,0,conservative,8/13/20
foreign-relations,0,conservative,8/14/20
foreign-relations,0,conservative,8/15/20
foreign-relations,0,conservative,8/16/20
foreign-relations,0,conservative,8/17/20
foreign-relations,0,conservative,8/18/20
foreign-relations,0,conservative,8/19/20
foreign-relations,0,conservative,8/20/20
foreign-relations,0,conservative,8/21/20
foreign-relations,0,conservative,8/22/20
foreign-relations,0,conservative,8/23/20
foreign-relations,0,conservative,8/24/20
foreign-relations,0,conservative,8/25/20
foreign-relations,0,conservative,8/26/20
foreign-relations,0,conservative,8/27/20
foreign-relations,0,conservative,8/28/20
foreign-relations,0,conservative,8/29/20
foreign-relations,0,conservative,8/30/20
foreign-relations,0,conservative,8/31/20
foreign-relations,0,conservative,9/1/20
foreign-relations,0,conservative,9/2/20
foreign-relations,0,conservative,9/3/20
foreign-relations,0,conservative,9/4/20
foreign-relations,0,conservative,9/5/20
foreign-relations,0,conservative,9/6/20
foreign-relations,0,conservative,9/7/20
foreign-relations,0,conservative,9/8/20
foreign-relations,0,conservative,9/9/20
foreign-relations,0,conservative,9/10/20
foreign-relations,0,conservative,9/11/20
foreign-relations,0,conservative,9/12/20
foreign-relations,0,conservative,9/13/20
foreign-relations,0,conservative,9/14/20
foreign-relations,0,conservative,9/15/20
foreign-relations,0,conservative,9/16/20
foreign-relations,0,conservative,9/17/20
foreign-relations,0,conservative,9/18/20
foreign-relations,0,conservative,9/19/20
foreign-relations,0,conservative,9/20/20
foreign-relations,0,conservative,9/21/20
foreign-relations,0,conservative,9/22/20
foreign-relations,0,conservative,9/23/20
foreign-relations,0,conservative,9/24/20
foreign-relations,0,conservative,9/25/20
foreign-relations,0,conservative,9/26/20
foreign-relations,0,conservative,9/27/20
foreign-relations,0,conservative,9/28/20
foreign-relations,0,conservative,9/29/20
foreign-relations,0,conservative,9/30/20
foreign-relations,0,conservative,10/1/20
foreign-relations,0,conservative,10/2/20
foreign-relations,0,conservative,10/3/20
foreign-relations,0,conservative,10/4/20
foreign-relations,0,conservative,10/5/20
foreign-relations,0,conservative,10/6/20
foreign-relations,0,conservative,10/7/20
foreign-relations,0,conservative,10/8/20
foreign-relations,0,conservative,10/9/20
foreign-relations,0,conservative,10/10/20
foreign-relations,0,conservative,10/11/20
foreign-relations,0,conservative,10/12/20
foreign-relations,0,conservative,10/13/20
foreign-relations,0,conservative,10/14/20
foreign-relations,0,conservative,10/15/20
foreign-relations,0,conservative,10/16/20
foreign-relations,0,conservative,10/17/20
foreign-relations,0,conservative,10/18/20
foreign-relations,0,conservative,10/19/20
foreign-relations,0,conservative,10/20/20
foreign-relations,0,conservative,10/21/20
foreign-relations,0,conservative,10/22/20
foreign-relations,0,conservative,10/23/20
foreign-relations,0,conservative,10/24/20
foreign-relations,0,conservative,10/25/20
foreign-relations,0,conservative,10/26/20
foreign-relations,0,conservative,10/27/20
foreign-relations,0,conservative,10/28/20
foreign-relations,0,conservative,10/29/20
foreign-relations,0,conservative,10/30/20
foreign-relations,0,conservative,10/31/20
foreign-relations,0,conservative,11/1/20
foreign-relations,0,conservative,11/2/20
foreign-relations,0,conservative,11/3/20
